Район,Адреса,Телефони,Сайт суду,Назва суду,email,Розклад,Тип суду,Місто,Сторінка суду,Область
Ржищів,"09230, м. Ржищів, вул. Леніна, 87",(04573) 2-11-04,http://rg.ko.court.gov.ua,Ржищевський міський суд Київської області,inbox@rg.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міський суд,,http://rg.ko.court.gov.ua/sud1020/,Київська
Славутич,"07100, м. Славутич, Ленінградський квартал, 3-а",(04579) 2-40-90 канцелярія суду,http://slm.ko.court.gov.ua,Славутицький міський суд Київської області,inbox@slm.ko.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міський суд,,http://slm.ko.court.gov.ua/sud1023/,Київська
Борислав,"82300, м. Борислав, вул. Грушевського, 21","тел/факс (03248) 5-28-22, тел. (03248) 5-20-44",http://brm.lv.court.gov.ua,Бориславський міський суд Львівської області,inbox@brm.lv.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://brm.lv.court.gov.ua/sud1301/,Львівська
Трускавець,"82200, м. Трускавець, вул. І. Мазепи 21/1",(03247) 5-14-72,http://trm.lv.court.gov.ua,Трускавецький міський суд Львівської області,inbox@trm.lv.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://trm.lv.court.gov.ua/sud1324/,Львівська
Червоноград,"80102, м. Червоноград, вул. Св. Володимира, 15",(03249) 3-95-93,http://cgm.lv.court.gov.ua,Червоноградський міський суд Львівської області,inbox@cgm.lv.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://cgm.lv.court.gov.ua/sud1327/,Львівська
Алчевськ,"94213, Луганська обл., м.Алчевськ, вул. Липовенка, 17","(06442) 3-10-01, факс 5-15-16, 4-75-02",http://alm.lg.court.gov.ua,Алчевський міський суд Луганської області,inbox@alm.lg.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міський суд,,http://alm.lg.court.gov.ua/sud1201/,Луганська
Брянка,"94100, м.Брянка, вул.Смоленська, 4",(06443) 5-12-34,http://br.lg.court.gov.ua,Брянківський міський суд Луганської області,inbox@br.lg.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Міський суд,,http://br.lg.court.gov.ua/sud1206/,Луганська
Кіровськ,"93800, м. Кіровськ, вул. Театральна, 2",(246) 4-17-38,http://kr.lg.court.gov.ua,Кіровський міський суд Луганської області,inbox@kr.lg.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міський суд,,http://kr.lg.court.gov.ua/sud1209/,Луганська
Красний Луч,"94506, м. Красний Луч, вул. Сімферопольська, буд. 2",(06432) 3-30-40,http://klm.lg.court.gov.ua,Краснолуцький міський суд Луганської області,inbox@klm.lg.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Міський суд,,http://klm.lg.court.gov.ua/sud1211/,Луганська
Лисичанськ,"93100, м. Лисичанськ, вул. Радянська, 38","(06451) 7-30-92, факс(06451) 7-30-32,7-33-43",http://lsm.lg.court.gov.ua,Лисичанський міський суд Луганської області,inbox@lsm.lg.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міський суд,,http://lsm.lg.court.gov.ua/sud1214/,Луганська
Первомайськ,"93205,Луганська область, м.Первомайськ,вул.Леніна 36",06455-4-51-59,http://prm.lg.court.gov.ua,Первомайський міський суд Луганської області,inbox@prm.lg.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Міський суд,,http://prm.lg.court.gov.ua/sud1220/,Луганська
Ровеньки,"94701, м. Ровеньки, вул. Леніна, 41 а","(06433) 5-06-02, 5-02-43",http://rv.lg.court.gov.ua,Ровенківський міський суд Луганської області,inbox@rv.lg.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://rv.lg.court.gov.ua/sud1223/,Луганська
Рубіжне,"93010, м. Рубіжне, вул. Миру, 34",(06453) 7-64-88,http://rbm.lg.court.gov.ua,Рубіжанський міський суд Луганської області,inbox@rbm.lg.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Міський суд,,http://rbm.lg.court.gov.ua/sud1224/,Луганська
Свердловськ,"94801, м. Свердловськ, пл. Перемоги, 1",(06434) 2-20-29,http://svr.lg.court.gov.ua,Свердловський міський суд Луганської області,inbox@svr.lg.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://svr.lg.court.gov.ua/sud1226/,Луганська
Сєвєродонецьк,"93400, м. Сєвєродонецьк, вул. Леніна, 19",(0645) 70-25-80,http://sdm.lg.court.gov.ua,Сєверодонецький міський суд Луганської області,inbox@sdm.lg.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:30 до 16:15 Перерва з 12:30 до 13:30,Міський суд,,http://sdm.lg.court.gov.ua/sud1227/,Луганська
Стаханов,"94000, м. Стаханов, вул. Б.Хмельницького, 37",(06444) 4-24-93,http://st.lg.court.gov.ua,Стахановський міський суд Луганської області,inbox@st.lg.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://st.lg.court.gov.ua/sud1231/,Луганська
Іллічівськ,"68000, м. Іллічівськ, вул. Праці, 10",(04868) 9-14-34,http://il.od.court.gov.ua,Іллічівський міський суд Одеської області,inbox@il.od.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://il.od.court.gov.ua/sud1511/,Одеська
Теплодар,"65490, м. Теплодар, вул, Комунальна, 3 Код ЄДРПОУ 22452837",(0482) 704-63-14,http://td.od.court.gov.ua,Теплодарський міський суд Одеської області,inbox@td.od.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 17:00 Перерва з 13:00 до 14:00,Міський суд,,http://td.od.court.gov.ua/sud1530/,Одеська
Южний,"65481, м. Южний, пр-т Григорівського Десанту, 26а",(04842)2-09-58 - Голова суду; (04842)2-10-46 - Канцелярія,http://yg.od.court.gov.ua,Южний міський суд Одеської області,inbox@yg.od.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://yg.od.court.gov.ua/sud1533/,Одеська
Южноукраїнськ,"55000, м. Южноукраїнськ, вул. Дружби народів, 3a","(05136)_5-66-16, факс_5-46-25",http://yum.mk.court.gov.ua,Южноукраїнський міський суд Миколаївської області,inbox@yum.mk.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 13:00 до 14:00,Міський суд,,http://yum.mk.court.gov.ua/sud1424/,Миколаївська
Кузнецовськ,"34400, м. Кузнецовськ, м-н Будівельників, 3","(03636) 2-17-47, 2-33-96",http://kzm.rv.court.gov.ua,Кузнецовський міський суд Рівненської області,inbox@kzm.rv.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міський суд,,http://kzm.rv.court.gov.ua/sud1711/,Рівненська
Рівне,"33028, м. Рівне, вул. Шкільна, 1","(0362) 26-59-17, факс 22-50-65",http://rvm.rv.court.gov.ua,Рівненський міський суд Рівненської області,inbox@rvm.rv.court.gov.ua,Пн-Чт з 08:30 до 17:30 Пт з 08:30 до 17:30 Перерва з 13:00 до 14:00,Міський суд,,http://rvm.rv.court.gov.ua/sud1715/,Рівненська
Комсомольськ,"39800, м. Комсомольськ, вул. Гірників, 17",(05348) 2-21-82,http://kom.pl.court.gov.ua,Комсомольський міський суд Полтавської області,inbox@kom.pl.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Міський суд,,http://kom.pl.court.gov.ua/sud1612/,Полтавська
Ватутіно,"20250, м. Ватутіно, вул. Будівельна, 1",(04740) 6-31-53,http://vt.ck.court.gov.ua,Ватутінський міський суд Черкаської області,inbox@vt.ck.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 15:00 Перерва з 12:00 до 13:00,Міський суд,,http://vt.ck.court.gov.ua/sud2301/,Черкаська
Нетішин,"30100, м. Нетішин, пр-т Незалежності, 12",0(3842) 9-04-60,http://nt.km.court.gov.ua,Нетішинський міський суд Хмельницької області,inbox@nt.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 13:00 до 14:00,Міський суд,,http://nt.km.court.gov.ua/sud2211/,Хмельницька
Люботин,"62433, м. Люботин, вул. Некрасова ,10",(057) 741-19-86 - канцелярія (057) 741-11-10 - приймальня голови суду,http://lbt.hr.court.gov.ua,Люботинський міський суд Харківської області,inbox@lbt.hr.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Міський суд,,http://lbt.hr.court.gov.ua/sud2026/,Харківська
Чугуїв,"63500, м. Чугуїв, пл. Леніна, 2",(05746) 2-20-22,http://cg.hr.court.gov.ua,Чугуївський міський суд Харківської області,inbox@cg.hr.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Міський суд,,http://cg.hr.court.gov.ua/sud2036/,Харківська
Алушта,,,,Алуштинський міський суд Автономної Республіки Крим,,,Міський суд,,http://court.gov.ua/teh/3,АР Крим
Армянськ,,,,Армянський міський суд Автономної Республіки Крим,,,Міський суд,,http://court.gov.ua/teh/4,АР Крим
Євпаторія,,,,Євпаторійський міський суд Автономної Республіки Крим,,,Міський суд,,http://court.gov.ua/teh/8,АР Крим
